dataset_id,dataset_name,evidence_id,source_id,institution,source_tier,title,discovered_url,file_type,leap_module,leap_branch,leap_variable,nemo_component,nemo_mapping,years_detected,units_detected,confidence_level,validation_status
RW_EF_FUEL_IPCC,Emission factors,82f627efbd5542c0,MININFRA,MININFRA,1,Rwanda and International Solar Alliance Sign Strategic Partnership to Accelerate Solar Power Initiatives,https://www.mininfra.gov.rw/updates/news-details/rwanda-and-international-solar-alliance-sign-strategic-partnership-to-accelerate-solar-power-initiatives-1,html,Effects,Effects/Emissions,Emission Factor,emission_factor,Emission factor by fuel or technology,2025; 2026; 2050,,B,candidate
RW_EF_FUEL_IPCC,Emission factors,8329f77729db3986,NISR,NISR,1,Data Portals & E-GDDS/SDDS | National Institute of Statistics of Rwanda,https://statistics.gov.rw/data-portals-e-gddssdds,html,Effects,Effects/Emissions,Emission Factor,emission_factor,Emission factor by fuel or technology,2015; 2020; 2030,,B,candidate
RW_EF_FUEL_IPCC,Emission factors,69683aadff0aaf75,REMA,REMA,1,Home,https://www.rema.gov.rw/home,html,Effects,Effects/Emissions,Emission Factor,emission_factor,Emission factor by fuel or technology,2019; 2021; 2024; 2025; 2026,,B,candidate
RW_EF_FUEL_IPCC,Emission factors,6dad7c9c809987eb,REMA,REMA,1,African LDCs to host first-ever centralized review of transparency reports in Rwanda,https://www.rema.gov.rw/updates/news-details/african-ldcs-to-host-first-ever-centralized-review-of-transparency-reports-in-rwanda,html,Effects,Effects/Emissions,Emission Factor,emission_factor,Emission factor by fuel or technology,2026,,B,candidate
RW_EF_FUEL_IPCC,Emission factors,8b2a75cf8879eb16,REMA,REMA,1,"Agri-exports data for 11-15 May, 2026: Revenues generated:10,083,652 USD from 10,154 Metric Tons. Details in USD: Coffee:1,438,498 | Tea:2,885,403 | Vegetables:430,582 | Fruits:310,489 | Flowers:77,458 | Diverse& animal products:4,941,222",https://www.rema.gov.rw/home?tx_news_pi1%5Baction%5D=detail&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Bnews%5D=56352&cHash=49d87427e0d920d5e8fe1427a5c94da5,html,Effects,Effects/Emissions,Emission Factor,emission_factor,Emission factor by fuel or technology,2026,,B,candidate
RW_EF_FUEL_IPCC,Emission factors,ac7686e69f62d595,REMA,REMA,1,Reports,https://www.rema.gov.rw/resources/reports,html,Effects,Effects/Emissions,Emission Factor,emission_factor,Emission factor by fuel or technology,2025; 2026,,B,candidate
RW_EF_FUEL_IPCC,Emission factors,e10a1426ae7273a0,REMA,REMA,1,Conservation Agriculture: A Path to Productive and Climate-Resilient Farming in Rwanda,https://www.rema.gov.rw/updates/news-details/conservation-agriculture-a-path-to-productive-and-climate-resilient-farming-in-rwanda,html,Effects,Effects/Emissions,Emission Factor,emission_factor,Emission factor by fuel or technology,2026,,B,candidate
RW_EF_FUEL_IPCC,Emission factors,f012348c28bab6f6,REMA,REMA,1,Rwanda Launches Nyungwe–Ruhango Corridor Restoration Project to Restore Ecosystems and Strengthen Climate Resilience,https://www.rema.gov.rw/updates/news-details/rwanda-launches-nyungwe-ruhango-corridor-restoration-project-to-restore-ecosystems-and-strengthen-climate-resilience,html,Effects,Effects/Emissions,Emission Factor,emission_factor,Emission factor by fuel or technology,2025; 2026; 2030; 2050,,B,candidate
RW_EF_FUEL_IPCC,Emission factors,fe8f648fb77766ff,REMA,REMA,1,Publications,https://www.rema.gov.rw/resources/publications,html,Effects,Effects/Emissions,Emission Factor,emission_factor,Emission factor by fuel or technology,2020; 2021; 2022; 2025; 2026; 2030,,B,candidate
RW_EF_FUEL_IPCC,Emission factors,38f3d9b74aff7082,MINECOFIN,MINECOFIN,2,Home,https://www.minecofin.gov.rw/,html,Effects,Effects/Emissions,Emission Factor,emission_factor,Emission factor by fuel or technology,2025; 2026,,B,candidate
RW_EF_FUEL_IPCC,Emission factors,e0206d153b970900,MINECOFIN,MINECOFIN,2,Directors of Climate Finance in EAC Convene in Kigali to Accelerate Climate Finance for a Resilient Future.,https://www.minecofin.gov.rw/news-detail/directors-of-climate-finance-in-eac-convene-in-kigali-to-accelerate-climate-finance-for-a-resilient-future,html,Effects,Effects/Emissions,Emission Factor,emission_factor,Emission factor by fuel or technology,2025; 2026,,B,candidate
RW_PROJECT_PIPELINE,Project pipeline,8dfb9a1d9164eb63,MININFRA,MININFRA,1,Rwanda Advances Irrigation and Transport Infrastructure to Boost Productivity and Trade,https://www.mininfra.gov.rw/updates/news-details/rwanda-advances-irrigation-and-transport-infrastructure-to-boost-productivity-and-trade,html,Transformation,Transformation/Planned Additions,Capacity Addition,candidate_technology,Project pipeline by technology and status,2025; 2026; 2050,,B,candidate
RW_PROJECT_PIPELINE,Project pipeline,cd15f23a8b42b679,NISR,NISR,1,FinScope Survey (2024) | National Institute of Statistics of Rwanda,https://statistics.gov.rw/statistical-publications/business-establishment-finance-trade/finscope-survey-2024,html,Transformation,Transformation/Planned Additions,Capacity Addition,candidate_technology,Project pipeline by technology and status,2016; 2020; 2024,,B,candidate
RW_PROJECT_PIPELINE,Project pipeline,f1fc330bfca39b87,NISR,NISR,1,Home | National Institute of Statistics of Rwanda,https://statistics.gov.rw/,html,Transformation,Transformation/Planned Additions,Capacity Addition,candidate_technology,Project pipeline by technology and status,2019; 2020; 2024; 2025; 2026,rwf,B,candidate
RW_PROJECT_PIPELINE,Project pipeline,69683aadff0aaf75,REMA,REMA,1,Home,https://www.rema.gov.rw/home,html,Transformation,Transformation/Planned Additions,Capacity Addition,candidate_technology,Project pipeline by technology and status,2019; 2021; 2024; 2025; 2026,,B,candidate
RW_PROJECT_PIPELINE,Project pipeline,ac7686e69f62d595,REMA,REMA,1,Reports,https://www.rema.gov.rw/resources/reports,html,Transformation,Transformation/Planned Additions,Capacity Addition,candidate_technology,Project pipeline by technology and status,2025; 2026,,B,candidate
RW_PROJECT_PIPELINE,Project pipeline,e10a1426ae7273a0,REMA,REMA,1,Conservation Agriculture: A Path to Productive and Climate-Resilient Farming in Rwanda,https://www.rema.gov.rw/updates/news-details/conservation-agriculture-a-path-to-productive-and-climate-resilient-farming-in-rwanda,html,Transformation,Transformation/Planned Additions,Capacity Addition,candidate_technology,Project pipeline by technology and status,2026,,B,candidate
RW_PROJECT_PIPELINE,Project pipeline,f012348c28bab6f6,REMA,REMA,1,Rwanda Launches Nyungwe–Ruhango Corridor Restoration Project to Restore Ecosystems and Strengthen Climate Resilience,https://www.rema.gov.rw/updates/news-details/rwanda-launches-nyungwe-ruhango-corridor-restoration-project-to-restore-ecosystems-and-strengthen-climate-resilience,html,Transformation,Transformation/Planned Additions,Capacity Addition,candidate_technology,Project pipeline by technology and status,2025; 2026; 2030; 2050,,B,candidate
RW_PROJECT_PIPELINE,Project pipeline,38f3d9b74aff7082,MINECOFIN,MINECOFIN,2,Home,https://www.minecofin.gov.rw/,html,Transformation,Transformation/Planned Additions,Capacity Addition,candidate_technology,Project pipeline by technology and status,2025; 2026,,B,candidate
RW_PROJECT_PIPELINE,Project pipeline,e0206d153b970900,MINECOFIN,MINECOFIN,2,Directors of Climate Finance in EAC Convene in Kigali to Accelerate Climate Finance for a Resilient Future.,https://www.minecofin.gov.rw/news-detail/directors-of-climate-finance-in-eac-convene-in-kigali-to-accelerate-climate-finance-for-a-resilient-future,html,Transformation,Transformation/Planned Additions,Capacity Addition,candidate_technology,Project pipeline by technology and status,2025; 2026,,B,candidate
RW_PROJECT_PIPELINE,Project pipeline,bb6660d4bf093f32,RRA,RRA,2,Ikigo Cy'Imisoro n'Amahoro: Ahabanza,https://www.rra.gov.rw/ahabanza,html,Transformation,Transformation/Planned Additions,Capacity Addition,candidate_technology,Project pipeline by technology and status,2026,,B,candidate
RW_PROJECT_PIPELINE,Project pipeline,91276c4d50865c84,RTDA,RTDA,2,"Rusizi port construction reaches over 95% completion, poised to transform regional trade and transport",https://www.rtda.gov.rw/updates/news-details/rusizi-port-construction-reaches-over-95-completion-poised-to-transform-regional-trade-and-transport,html,Transformation,Transformation/Planned Additions,Capacity Addition,candidate_technology,Project pipeline by technology and status,2025,kg,B,candidate
RW_PROJECT_PIPELINE,Project pipeline,944073e4d8eb6c1c,RTDA,RTDA,2,Publications,https://www.rtda.gov.rw/publications,html,Transformation,Transformation/Planned Additions,Capacity Addition,candidate_technology,Project pipeline by technology and status,,kg,B,candidate
RW_PROJECT_PIPELINE,Project pipeline,f6c5c36effd54ca7,RTDA,RTDA,2,Home,https://www.rtda.gov.rw/home,html,Transformation,Transformation/Planned Additions,Capacity Addition,candidate_technology,Project pipeline by technology and status,2025,kg,B,candidate
RW_PROJECT_PIPELINE,Project pipeline,74d36082585f94cf,RURA,RURA,2,Overview,https://www.rura.rw/sectors/energy/overview,html,Transformation,Transformation/Planned Additions,Capacity Addition,candidate_technology,Project pipeline by technology and status,2015; 2022; 2024; 2026; 2027,,B,candidate
RW_PROJECT_PIPELINE,Project pipeline,805afb2abcf0d852,WASAC,WASAC,2,Home | WASAC Group: Water & Sanitation for Rwanda: WASAC Group,https://www.wasac.rw/en,html,Transformation,Transformation/Planned Additions,Capacity Addition,candidate_technology,Project pipeline by technology and status,2026,,B,candidate
RW_PROJECT_PIPELINE,Project pipeline,810993e2d971c657,WASAC,WASAC,2,WASAC Group and REG Commemorate Former ELECTROGAZ Employees Who Lost Their Lives in the 1994 Genocide against the Tutsi | WASAC Group,https://www.wasac.rw/en/public-information/news/d/wasac-group-and-reg-commemorate-former-electrogaz-employees-who-lost-their-lives-in-the-1994-genocide-against-the-tutsi?cHash=4802b59dba17daf625f23924c8c20126,html,Transformation,Transformation/Planned Additions,Capacity Addition,candidate_technology,Project pipeline by technology and status,2026,,B,candidate
RW_PWR_CAP_TECH_MW,Installed capacity,82f627efbd5542c0,MININFRA,MININFRA,1,Rwanda and International Solar Alliance Sign Strategic Partnership to Accelerate Solar Power Initiatives,https://www.mininfra.gov.rw/updates/news-details/rwanda-and-international-solar-alliance-sign-strategic-partnership-to-accelerate-solar-power-initiatives-1,html,Transformation,Transformation/Existing Capacity,Capacity,capacity,Residual capacity by technology and year,2025; 2026; 2050,,B,candidate
RW_PWR_CAP_TECH_MW,Installed capacity,8dfb9a1d9164eb63,MININFRA,MININFRA,1,Rwanda Advances Irrigation and Transport Infrastructure to Boost Productivity and Trade,https://www.mininfra.gov.rw/updates/news-details/rwanda-advances-irrigation-and-transport-infrastructure-to-boost-productivity-and-trade,html,Transformation,Transformation/Existing Capacity,Capacity,capacity,Residual capacity by technology and year,2025; 2026; 2050,,B,candidate
RW_PWR_CAP_TECH_MW,Installed capacity,0f76a61003385eff,NISR,NISR,1,Data revolution | National Institute of Statistics of Rwanda,https://statistics.gov.rw/data-revolution,html,Transformation,Transformation/Existing Capacity,Capacity,capacity,Residual capacity by technology and year,2017; 2019; 2020; 2022; 2030; 2050,,B,candidate
RW_PWR_CAP_TECH_MW,Installed capacity,6dad7c9c809987eb,REMA,REMA,1,African LDCs to host first-ever centralized review of transparency reports in Rwanda,https://www.rema.gov.rw/updates/news-details/african-ldcs-to-host-first-ever-centralized-review-of-transparency-reports-in-rwanda,html,Transformation,Transformation/Existing Capacity,Capacity,capacity,Residual capacity by technology and year,2026,,B,candidate
RW_PWR_CAP_TECH_MW,Installed capacity,ac7686e69f62d595,REMA,REMA,1,Reports,https://www.rema.gov.rw/resources/reports,html,Transformation,Transformation/Existing Capacity,Capacity,capacity,Residual capacity by technology and year,2025; 2026,,B,candidate
RW_PWR_CAP_TECH_MW,Installed capacity,e0206d153b970900,MINECOFIN,MINECOFIN,2,Directors of Climate Finance in EAC Convene in Kigali to Accelerate Climate Finance for a Resilient Future.,https://www.minecofin.gov.rw/news-detail/directors-of-climate-finance-in-eac-convene-in-kigali-to-accelerate-climate-finance-for-a-resilient-future,html,Transformation,Transformation/Existing Capacity,Capacity,capacity,Residual capacity by technology and year,2025; 2026,,B,candidate
RW_PWR_CAP_TECH_MW,Installed capacity,91276c4d50865c84,RTDA,RTDA,2,"Rusizi port construction reaches over 95% completion, poised to transform regional trade and transport",https://www.rtda.gov.rw/updates/news-details/rusizi-port-construction-reaches-over-95-completion-poised-to-transform-regional-trade-and-transport,html,Transformation,Transformation/Existing Capacity,Capacity,capacity,Residual capacity by technology and year,2025,kg,B,candidate
RW_PWR_CAP_TECH_MW,Installed capacity,68b3c4c68f81f7b9,RURA,RURA,2,"List companies for installation and maintenance in IBS Design, Installation and commissioning|",https://www.rura.rw/fileadmin/user_upload/RURA/Documents/Sectors/ICT/Sector_Reports/List_of_Active_companies__for_installation__in_IBS_.pdf,pdf,Transformation,Transformation/Existing Capacity,Capacity,capacity,Residual capacity by technology and year,,,B,candidate
RW_PWR_CAP_TECH_MW,Installed capacity,f0f3451c3200e75a,RURA,RURA,2,Home,https://www.rura.rw/,html,Transformation,Transformation/Existing Capacity,Capacity,capacity,Residual capacity by technology and year,2022; 2024; 2025; 2026; 2027,,B,candidate
RW_PWR_GEN_TECH_GWH,Electricity generation,0f76a61003385eff,NISR,NISR,1,Data revolution | National Institute of Statistics of Rwanda,https://statistics.gov.rw/data-revolution,html,Transformation,Transformation/Electricity Generation,Activity Level,technology_activity,Generation by technology and year,2017; 2019; 2020; 2022; 2030; 2050,,B,candidate
RW_PWR_GEN_TECH_GWH,Electricity generation,69683aadff0aaf75,REMA,REMA,1,Home,https://www.rema.gov.rw/home,html,Transformation,Transformation/Electricity Generation,Activity Level,technology_activity,Generation by technology and year,2019; 2021; 2024; 2025; 2026,,B,candidate
RW_PWR_GEN_TECH_GWH,Electricity generation,8b2a75cf8879eb16,REMA,REMA,1,"Agri-exports data for 11-15 May, 2026: Revenues generated:10,083,652 USD from 10,154 Metric Tons. Details in USD: Coffee:1,438,498 | Tea:2,885,403 | Vegetables:430,582 | Fruits:310,489 | Flowers:77,458 | Diverse& animal products:4,941,222",https://www.rema.gov.rw/home?tx_news_pi1%5Baction%5D=detail&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Bnews%5D=56352&cHash=49d87427e0d920d5e8fe1427a5c94da5,html,Transformation,Transformation/Electricity Generation,Activity Level,technology_activity,Generation by technology and year,2026,,B,candidate
RW_PWR_GEN_TECH_GWH,Electricity generation,91276c4d50865c84,RTDA,RTDA,2,"Rusizi port construction reaches over 95% completion, poised to transform regional trade and transport",https://www.rtda.gov.rw/updates/news-details/rusizi-port-construction-reaches-over-95-completion-poised-to-transform-regional-trade-and-transport,html,Transformation,Transformation/Electricity Generation,Activity Level,technology_activity,Generation by technology and year,2025,kg,B,candidate
RW_PWR_GEN_TECH_GWH,Electricity generation,74d36082585f94cf,RURA,RURA,2,Overview,https://www.rura.rw/sectors/energy/overview,html,Transformation,Transformation/Electricity Generation,Activity Level,technology_activity,Generation by technology and year,2015; 2022; 2024; 2026; 2027,,B,candidate
RW_RES_COOK_FUEL_SHARE,Residential cooking,82f627efbd5542c0,MININFRA,MININFRA,1,Rwanda and International Solar Alliance Sign Strategic Partnership to Accelerate Solar Power Initiatives,https://www.mininfra.gov.rw/updates/news-details/rwanda-and-international-solar-alliance-sign-strategic-partnership-to-accelerate-solar-power-initiatives-1,html,Demand,Demand/Households/Cooking,Fuel Share,demand_fuel_share,Cooking fuel share by fuel and year,2025; 2026; 2050,,B,candidate
RW_RES_COOK_FUEL_SHARE,Residential cooking,8e92cdb171ecf629,RURA,RURA,2,Tariffs,https://www.rura.rw/publications/tariffs,html,Demand,Demand/Households/Cooking,Fuel Share,demand_fuel_share,Cooking fuel share by fuel and year,2016; 2020; 2021; 2022; 2024; 2025; 2026; 2027,,B,candidate
RW_SOCIO_GDP_POP,Socioeconomic drivers,00f72fb6aad55c1e,NISR,NISR,1,"GDP National Accounts, 2025 | National Institute of Statistics of Rwanda",https://statistics.gov.rw/statistical-publications/gross-domestic-product/gdp-national-accounts-2025,html,Key Assumptions,Key Assumptions/Socioeconomics,Driver,demand_driver,Population GDP and macro drivers by year,2023; 2024; 2025; 2026,,B,candidate
RW_SOCIO_GDP_POP,Socioeconomic drivers,0b2f5230ba46c400,NISR,NISR,1,Statistical Publications | National Institute of Statistics of Rwanda,https://statistics.gov.rw/statistical-publications,html,Key Assumptions,Key Assumptions/Socioeconomics,Driver,demand_driver,Population GDP and macro drivers by year,,,B,candidate
